a	b
0.9700592698505498	7.571151009474536
2.1963557798049314	7.820345679709338
0.4496140560606766	8.25534596459216
1.660351938870512	8.119085679223746
4.027627446464917	10.184635641777335
-0.8203823383040312	-3.559974112055853
1.1337420105896376	8.987521476002495
-0.7717580948253542	-3.368385138748235
3.4353399426516527	8.130423682157362
0.6443136612053504	6.828095706505477
1.5104045931327787	8.389208666418801
0.9432044556297304	7.121236971599821
0.8170371892404922	7.055308203425443
-1.9925405476180233	-7.296351526656684
4.71983751846416	8.61886696236822
-1.3077880182628139	-3.2962615018039534
2.4585598679197602	9.030617596389085
2.0109678309276164	9.108784820967163
-1.4123391679717159	-4.88506160649831
0.23321690485185964	6.793891984734509
-0.6949503760766795	-4.372224309694385
0.8845240916255808	7.817032830403233
4.625915265771567	7.7644472673399765
-2.2443367947703283	-5.375684208410732
1.7225960450768785	7.632584461179756
-1.048351886697104	-2.2319280354993953
2.386648949933877	6.48972595875993
-0.6379738683626623	-3.1095050656138974
4.389025953603575	9.57621898292248
-1.1636669090814595	-3.893043336428703
1.1771564028944417	6.983999605427528
2.968003853185049	10.695084112517193
-1.3511019701664173	-4.447206457648254
-1.6477015557934767	-5.704580546018901
2.3877700154990986	9.066574457441606
3.517941542987998	6.351073619440942
4.0211350910368395	7.616507783764595
0.6440697670043871	7.443554144767304
-1.7493242496988466	-5.006100502351555
2.9209820700016627	9.457421893673544
0.6760068153288094	8.162032863096327
2.0252154522124832	6.875382282183622
1.414378593907534	8.417645682773994
-0.32825863712009906	-0.7901330818498535
-0.5114591760767064	-2.07797870223369
1.9277549881858962	7.543328167021962
-0.25994117004501716	-0.6487698202008341
0.7618413983205777	9.159994196131567
-3.503481004909143	-10.994878643336317
1.0798011352098558	6.947759626747261
2.7936791398056178	9.054250515000765
3.3081030904123425	9.60058887734546
7.117130975784827	8.808004100322705
0.8567650965243838	9.049323001004868
5.429587590957309	7.002330968997775
3.181261853578452	6.982520245172884
1.6697988725580284	6.883261994902249
1.9597683799125765	7.882990669826553
0.81792756406449	6.690359380684554
-0.29671454476099224	-1.2720044867004594
-1.901797712547634	-5.943734930572929
1.1102048021151985	8.115704913620037
-2.084287642656514	-6.43087413265361
2.6607345299117773	8.656979554248581
1.8760052747449931	7.76857729209145
-0.25649090991630774	-1.3989779459056029
-0.8259961568051275	-2.9013603979727316
2.1822719377254765	8.270715842061982
2.422314987563496	10.147697393040694
-0.6901149829574018	-1.208747606027367
-0.10331952684982859	-0.08812714209662856
1.7990648066028412	7.790385773942124
2.2602691853988386	8.831160836167465
2.00427810735615	9.223664572458759
0.38176104551240353	7.270025288060787
0.7275627738287112	8.3215603075077
2.2075496247960005	7.531961162154736
-4.946496140806183	-14.907621041206973
4.505907786982275	10.065335184760157
0.7561546372624569	8.538747511847184
2.692924024747132	8.102287412177976
1.4567156352172084	7.902758453827357
-1.083819245409959	-3.7436426632396964
0.7666169430390964	9.712946824313553
-0.12141570100705934	-0.7435358317017212
-1.3956659181770905	-5.436457770895297
-3.410378459928509	-9.83282620934473
2.8644029211907593	7.592272195539754
2.0188746879546287	6.082424931573705
-0.2919944016211853	-0.6635014533974906
0.014081227980731525	7.689560736627758
0.42977651361052027	6.757912551590217
-0.6765060691679026	-4.6786589999341155
-1.444906415338933	-2.9918819064085924
0.9593204166904646	9.714688088676803
-1.6066793328462703	-4.744113871758869
-1.8758620051839245	-5.640868893926767
1.3289831458615793	8.475053733928158
0.9559841815079976	7.00641390200238
-0.014189823904956489	-1.035148411348613
1.539369532812454	6.650392921952998
0.18230853362162835	6.314680383457656
-1.5767022080288058	-4.090968629317532
3.497531293648653	9.23844852992228
2.093064310024486	8.729191119280882
1.6939378358570751	8.473131610039333
