a	b
-0.8692322734742983	-2.389215078601385
5.195374946814137	7.872086403991845
1.4777928962237272	7.476544580615812
2.6090545344632607	7.510324715503531
-0.3287055043801974	-1.0603653128954136
2.344057850736328	7.411595932983865
0.7049970683336839	9.916415378054962
-0.14765602676266787	-1.3519201946986061
2.0033691994271448	8.55570815407631
0.886811347575067	7.37409447121959
-0.2824430828144475	-0.24566787777605925
2.582340178144239	8.373009763359788
-0.16854369019034166	-0.01389060216587601
-0.16216693340077493	-1.419514767348125
0.1091436265372252	7.622248188214255
3.080291643125899	9.212804232195726
3.252731010265921	6.917178396455136
-0.11819503421774025	0.20319031508937635
0.8988684419532356	8.41659678729781
0.3169437125263799	9.631542793367034
1.3097844667766299	7.424934424200633
-3.133803006548737	-9.301535978413641
3.5686553613542817	7.404973629876294
-1.6974063211131378	-5.873690529358591
-0.7607518367174169	-3.0628399078850497
0.5952653328627981	8.021922215350683
0.6990413424708928	8.263839532309351
1.8061683920896114	8.194390748371594
0.033202552636435345	6.29023916130204
2.0525833802367925	9.067735086052894
2.8863846478618513	7.097941698157238
0.3847218095671411	6.770121780997601
-1.1565303446779986	-1.872823869535961
-3.272625420948513	-8.356667928394133
3.850993533056971	5.309588347344745
2.9397467582185253	8.806912546927348
0.7646663642630722	5.980634209322256
-0.48707457947291655	-2.290854891846517
2.9994815711848943	7.147651882597292
0.08328710840830456	8.522601198435062
-0.6716958324671076	-3.178055047043389
1.848215240832768	6.821340282753273
-0.9940991357032849	-2.050771373504218
0.29978540727332603	7.37933654392915
2.097269340219548	7.096071135990939
2.6462415552592926	9.261010023021527
1.3997700113238203	8.158075248344506
2.014420626336976	8.641385262024837
1.432192247770969	7.427546331913088
3.314929298206496	8.395693213131175
3.4406332521017493	8.241826645638287
3.3484512842538936	7.6887365390803275
2.0888065171941412	6.8874746232782975
2.454126173956236	7.983887147334442
-0.1817999580482288	-0.5877407491879354
3.006781631196788	7.9586503500099415
0.558074990499974	6.374200323443287
-1.4734408749224297	-5.15157634963349
3.1469571686804856	8.193363734708242
4.632207541965434	7.394855946854386
-2.1237588843239132	-7.425417459079402
2.17895336444984	7.616885034949629
0.15378832442861612	8.329524857481953
-0.3600150501563548	-0.30394828156389564
-1.07683809707807	-3.1919429965909347
-0.21806141860070838	-0.7661233042525448
-1.5757007744461622	-5.775701478785444
-0.031592931430235005	-1.017132730154197
3.5718370723397497	8.34455213509897
-0.6462081546657432	-0.6862327126451333
1.9469993655098485	6.787581691504308
1.312162660170184	8.234112696859052
0.4155640516218083	6.848186588853339
0.9995744291277401	8.849610155590572
2.8240412988564456	8.152638193797085
-1.2908582554458894	-6.065177881631293
1.0907810658757362	7.528199683166383
-1.5970998256615259	-4.528081041645125
-0.5378567105613723	-0.6167267864140827
-1.298585865266063	-4.069345680790075
3.0111206888456126	7.167065173668094
2.4739497629817917	8.765887274781162
-0.03342026859553848	0.7360058590573122
3.151630220425499	6.996701561354723
2.5269949751004797	7.65834889953574
-3.0105502716966193	-9.454252192402395
1.331778149105118	8.26388121177397
1.971741843876469	9.822199073837528
1.7905942260792798	9.035245932522034
2.1786740289148163	7.67865423119587
1.690085547339494	9.44620666500223
1.6194870093799003	7.435772939875633
3.2493251964218937	8.31239059928199
-0.5911895743122537	-0.8355436390284773
1.525986772013395	8.650213479677273
0.8196379297106193	10.74733416799451
1.245052615640943	7.969877638367028
0.08853982748957401	7.8394141741576995
-1.079973543054202	-4.343670467883195
0.9120561672665652	5.815685164200341
-2.1382033120043715	-7.106004961227651
2.455977975806351	8.370810911138909
2.716239201833142	6.583251092364106
-2.1384135290451103	-5.93752975141625
0.8953403216846771	7.669515018160356
1.4368773381852982	6.669901176565167
1.0529987373900294	7.263528524425308
1.2340921297644736	8.99016934153998
-1.068509327833902	-4.387725018250173
4.390845621620695	6.9463632775094855
-0.9264894616099717	-2.812816841811453
-0.11984404870325416	-0.9704347195333646
2.7044426726136894	7.144974131792881
-1.1286930164743718	-3.8558579475337744
0.6861275685022356	6.7183143974819535
-0.19429409306749212	-0.12712711623468642
2.1994147777731827	8.560285859871625
0.7991124818238728	9.08654798036395
0.11482728048780333	8.965802737514055
-0.18564107647460681	-1.2018960255204718
1.9387381094510987	8.063139432602705
1.182031170581096	6.972400911951003
3.033575942841267	7.2358689893264545
0.8132798360355669	7.557530029645733
1.6767820108180351	7.968147605909684
-2.248769375012492	-7.616894889726141
2.8848080471788693	6.610527629058119
3.889955347753923	9.678005082172486
2.626488774248232	8.028315205010145
1.6794222564790782	9.231530454815188
-0.891082261554325	-3.95887318450487
1.7578428920947176	7.143168611166054
-2.0681263988038645	-7.081299164372432
-0.7734663337107432	-2.2530083317842733
4.139067271894648	9.004861827642019
0.868637041781712	6.906416983472056
2.8107025270168595	6.530248733031737
-1.370805148307137	-3.6729659439687548
0.7558792820583249	7.4456439986739875
0.11859781346978382	7.896299256770843
1.2786820220976467	9.182933122595431
0.18059950363436494	7.638071148793879
2.6044015989592304	7.168779617367758
-0.8867064427661397	-1.9784633940870806
2.5552005295796327	8.106194566282054
-0.08447840969117926	-0.3181214877870008
-1.0018914450196386	-2.550172661824931
-0.9020006887639889	-2.3099282666100116
2.6908509707834694	7.0006734587717565
-0.6419628664449752	-1.2976568078737327
1.2834925859512731	7.321006853268171
-0.7858978823182672	-1.8095792379083275
4.208212320112594	8.975602134500395
-0.5858207299290505	-2.1270692083440847
3.449878256352195	9.788787491499935
-0.9997108058384969	-2.5472839501521025
-0.07468707560067123	-0.44623148768312376
1.6952779092200538	7.690339920230221
0.7748711314249842	6.460642954901891
0.447728661526514	8.502328001729909
-2.905327184647759	-8.969560551525213
-2.9042339747198254	-9.447520791844529
-1.1078568889622158	-4.85895334414654
-1.4535709394531784	-3.8867710792449777
2.16120801305412	6.7120124037913165
3.8082205319445865	8.124890267796179
0.03605048803504696	7.751605214400047
0.029510733514493737	9.248533367953792
1.975113883613362	6.968165101507507
4.230902163011263	9.971584905037528
2.3611260220776096	7.3512000294469955
-0.5147890131315203	-2.914660218215163
1.7701775067695467	8.11846827335385
2.3457034132158996	8.229555117323319
1.8669273387901373	10.219516569869016
1.6469580679954605	6.098912883416029
-1.3982977136980708	-3.6857389194602876
-2.9869631871888047	-9.350723993453878
2.4195422554661183	6.152447707409584
1.316558051147735	9.667683273214115
-0.4891655871580338	-1.3561506640917886
-3.783383361350052	-11.178559453961048
0.04310683201538279	6.728409417811898
-2.0600175168903556	-5.883825489739044
1.4694004405990642	7.06090129269708
1.9842110720406998	8.081351789276933
-0.7184064130320322	-1.6227804584337913
-0.21116622916940742	-0.657342237316058
-2.2582788045841298	-6.075550975160836
1.4115583617917784	6.174454538507327
-1.1079750694003292	-3.624729083004561
3.568339824899442	7.595414707979274
2.094668482789282	7.96655100129821
2.308203467685656	8.184472439097044
3.365201396831801	7.49068760115148
0.2444019679850532	7.987172604354436
2.9739148125525863	8.561613592012748
-0.42881730465409285	-0.7950050250798099
4.824195721275471	7.404553314875633
0.23508973490490703	9.073097739740346
-0.7982520291227755	-0.5666798741907408
-1.1469190526458197	-1.7256710440488796
3.0407391801618786	8.281804419002421
-0.5157230719529335	-1.9429349282041422
4.111437312790539	7.634627677876632
3.3458919831216467	7.602849863873165
